Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Sci-Fi, Romance, Fantasy, Shounen, Action",22,62,1971.0,5,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1030,6.42,2
"Romance, Thriller, Otro",22,65602,2007.0,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23636,7.63,77
Hentai,12,2048,2006.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10092,7.54,118
"Sci-Fi, Shounen, Thriller, Otro",16,65648,2014.0,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3674,6.61,8
"Historical, Romance, Shoujo",1,1538,2011.0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70281,7.99,356
Hentai,2,2048,2015.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3859,6.79,21
"Comedy, Sci-Fi, Fantasy, Shounen",76,53,2003.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,51183,7.56,752
"Comedy, Romance",37,3,1991.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,311,5.78,1
"Comedy, Romance, Shounen",12,19,2015.0,4,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29805,6.98,61
"Fantasy, Supernatural",1,132,1981.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,600,6.4,2
"Comedy, Sci-Fi, Shounen",1,49,1999.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,686,6.14,0
"Romance, Fantasy, Shounen, Action",1,30,2013.0,4,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,63607,7.02,160
"Comedy, Sci-Fi, Otro",50,97,2016.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1266,5.88,13
"Comedy, Romance, Fantasy, Shoujo",1,519,1984.0,3,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,659,6.4,0
"Romance, Shounen, Action",1,26,2014.0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,155274,7.88,695
"Sports, Romance, Action",1,4106,2014.0,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23628,7.76,35
"Fantasy, Shoujo, Otro",1,580,2012.0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2772,7.44,4
"Gore, Supernatural",13,16512,2014.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24762,6.55,18
"Comedy, Romance, Shoujo",2,515,2016.0,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12999,7.77,45
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action",1,63,2010.0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,84119,8.05,199
Romance,1,2,2016.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74160,7.42,300
"Comedy, Fantasy, Shounen, Action, Supernatural",2,157,2015.0,3,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,103484,8.09,245
"Comedy, Historical",26,1025,2017.0,5,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6813,7.14,5
"Sci-Fi, Music",13,8224,2012.0,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44615,7.5,598
"Sci-Fi, Action, Otro",0,104,2018.0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1112,6.06,3
"Comedy, Romance",12,3,2014.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2986,7.14,12
Hentai,2,2048,2010.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8239,7.09,59
"Sci-Fi, Romance, Fantasy, Action, Supernatural",26,174,2014.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,436215,7.74,7002
"Comedy, Romance, Action, Supernatural, Ecchi",12,395,2013.0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,399935,7.79,3614
"Fantasy, Shounen, Action",1,28,1988.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,284,6.03,1
"Comedy, Romance",199,3,1990.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153,6.0,0
"Sci-Fi, Romance, Action",10,42,2001.0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16117,7.93,100
"Sci-Fi, Action",2,40,2004.0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8490,6.44,8
"Historical, Fantasy, Otro",26,1092,1984.0,5,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,367,6.35,1
"Comedy, Romance, Fantasy, Ecchi",12,263,2006.0,5,13,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24889,6.74,26
"Comedy, Music",0,8193,2014.0,5,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,295,5.59,0
"Comedy, Fantasy, Shounen, Action, Otro",1,93,2012.0,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2459,6.92,2
"Sci-Fi, Fantasy, Shounen",13,52,2003.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13748,5.97,18
"Romance, Music",1,8194,2010.0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9382,6.73,3
Comedy,26,1,2015.0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2233,5.53,2
"Sports, Shounen",3,4112,1990.0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,416,6.28,0
"Historical, Romance, Shoujo",53,1538,1977.0,5,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2478,7.63,9
"Romance, Supernatural",13,130,2007.0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79911,7.31,414
"Sports, Shounen",47,4112,2011.0,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29046,7.21,217
"Comedy, Historical, Romance, Shounen, Action",1,1051,2003.0,4,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1876,6.84,2
"Sports, Shounen",1,4112,1970.0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,435,6.54,1
"Comedy, Fantasy, Shounen, Otro",1,85,2005.0,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,52439,6.86,175
"Sci-Fi, Fantasy, Action",6,44,1990.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1592,5.96,10
"Comedy, Romance, Fantasy, Supernatural, Ecchi",26,391,2006.0,5,6,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,57144,7.15,299
"Fantasy, Action, Supernatural, Otro",1,204,2006.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,60525,8.07,954
"Comedy, Romance",13,3,2014.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49058,6.55,54
"Comedy, Romance, Ecchi",24,259,2002.0,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77920,7.21,409
"Sci-Fi, Sports, Romance, Shounen, Action",13,4154,2018.0,5,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,102178,8.44,324
"Sports, Shounen",1,4112,2016.0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12946,7.71,11
"Sports, Romance, Shounen",1,4114,2017.0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73291,8.29,473
"Comedy, Romance, Fantasy, Action",0,15,2018.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,21092,7.5,27
"Romance, Shoujo",11,514,2009.0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55586,7.25,311
Comedy,12,1,2012.0,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270,6.43,0
"Comedy, Romance",1,3,2013.0,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3646,5.95,10
"Comedy, Historical, Fantasy",13,1029,2005.0,5,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3940,6.26,2
"Comedy, Romance, Otro",0,67,2018.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25948,6.51,15
"Comedy, Romance",26,3,2011.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,377617,8.52,12447
"Romance, Otro",26,66,2014.0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,5.0,0
"Comedy, Fantasy",1,5,2015.0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,166,5.53,0
"Comedy, Sci-Fi",3,33,2017.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1968,5.59,3
"Shounen, Otro",1,80,1999.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,928,7.1,5
"Sci-Fi, Shounen, Action, Ecchi",12,312,2018.0,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,66845,6.86,203
"Comedy, Romance, Shounen",1,19,2014.0,4,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7642,6.93,2
Comedy,2,1,1994.0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,538,5.68,0
"Comedy, Sports, Shounen, Action, Ecchi",3,4377,2010.0,3,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,47555,7.73,140
"Comedy, Fantasy, Shoujo",1,517,1986.0,3,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,703,5.42,0
"Comedy, Romance",13,3,2013.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22539,5.99,16
"Romance, Action",2,10,2017.0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10196,7.21,20
"Sports, Romance, Shounen",26,4114,2003.0,5,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14891,6.95,43
"Comedy, Sports",6,4097,2015.0,5,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,123,4.87,0
Sports,52,4096,1992.0,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1245,6.65,3
"Comedy, Shounen, Action",1,25,2010.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,112262,7.53,153
"Comedy, Romance, Shounen, Supernatural, Ecchi",12,403,2010.0,5,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,365177,7.88,4779
"Sci-Fi, Romance, Action",1,42,2015.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,913,7.22,1
"Comedy, Sci-Fi, Fantasy, Otro",1,101,2003.0,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,18481,6.79,16
"Sci-Fi, Historical, Fantasy, Action",26,1068,2000.0,5,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,903,6.67,1
Hentai,3,2048,2006.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4077,6.76,14
"Mistery, Comedy, Sci-Fi, Fantasy, Action",1,32813,1990.0,3,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2380,6.91,2
"Fantasy, Otro",26,68,1986.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,871,7.18,4
"Mistery, Sci-Fi, Otro",1,32864,2013.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,41154,7.57,53
"Comedy, Romance, Shoujo",10,515,2014.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118982,7.62,1332
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo, Action",26,559,2004.0,5,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,86053,7.55,1205
"Comedy, Romance, Otro",12,67,2016.0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2589,5.39,2
"Historical, Supernatural",13,1152,2017.0,5,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1985,5.93,0
"Sports, Shounen",26,4112,1983.0,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,322,6.33,2
"Mistery, Comedy, Sports, Fantasy, Action, Otro",12,36941,1992.0,5,9,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,118,6.58,0
"Fantasy, Otro",1,68,2016.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,661,6.88,1
"Comedy, Shounen",38,17,2015.0,5,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,190,4.93,0
"Comedy, Sci-Fi, Historical, Shounen, Action",1,1081,2010.0,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,72334,8.57,324
"Action, Otro",1,72,2017.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4088,6.62,2
"Romance, Shoujo, Action, Supernatural",3,650,2000.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39365,6.42,200
"Comedy, Shounen, Ecchi",20,273,2012.0,2,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20419,6.78,28
Comedy,1,1,1970.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,5.38,0
"Action, Ecchi",1,264,1996.0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,735,4.27,1
"Fantasy, Action, Ecchi",12,268,2009.0,5,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,61847,6.28,140
"Romance, Fantasy, Shoujo",52,518,2010.0,5,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5529,7.6,69
"Comedy, Fantasy, Otro",24,69,1987.0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2556,7.56,11
"Romance, Otro",2,66,2015.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5870,7.72,9
"Gore, Action, Supernatural",39,16520,1972.0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11281,6.47,45
"Fantasy, Shounen",1,20,2005.0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10029,6.57,19
"Comedy, Fantasy, Otro",25,69,2008.0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3402,6.03,14
"Fantasy, Shounen",55,20,1995.0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3094,7.11,13
"Comedy, Romance",12,3,2010.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183198,7.33,712
"Sci-Fi, Action",1,40,2016.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,260,5.61,0
"Shounen, Action, Otro",24,88,2005.0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,77378,7.43,537
"Sci-Fi, Action",12,40,2013.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,115981,7.27,629
"Mistery, Action, Otro",2,32840,2008.0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20572,7.06,65
"Romance, Hentai, Ecchi",1,2306,2015.0,3,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101,6.65,7
Otro,1,64,2017.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,5.83,0
"Comedy, Historical, Romance, Fantasy, Shounen, Action",1,1055,2005.0,0,6,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,221825,7.69,590
Comedy,8,1,2015.0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7342,6.74,2
"Comedy, Sci-Fi, Fantasy, Shounen",1,53,2002.0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,16682,7.13,9
"Romance, Gore, Supernatural, Otro",12,16578,2017.0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,104386,5.18,187
Historical,1,1024,2016.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,619,5.46,0
"Comedy, Sci-Fi, Fantasy, Action",1,45,2008.0,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,29567,7.45,33
"Sci-Fi, Action",1,40,2016.0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,790,5.81,0
"Comedy, Romance, Shounen, Action",1,27,2017.0,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,58019,7.59,73
"Comedy, Romance, Shounen, Ecchi",12,275,2011.0,5,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,161168,6.97,439
"Fantasy, Music, Action, Otro",1,8268,2017.0,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,783,6.33,2
"Comedy, Otro",26,65,2015.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,196,3.77,0
"Romance, Shoujo",47,514,1996.0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,6.98,4
"Comedy, Fantasy",11,5,2016.0,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31257,6.76,122
"Sci-Fi, Romance, Shounen",2,50,1998.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16440,7.35,109
Comedy,1,1,2014.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16847,6.86,13
"Sci-Fi, Romance, Fantasy, Shounen, Action",1,62,1964.0,0,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,886,6.43,0
Hentai,3,2048,2005.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3354,6.41,4
"Sports, Romance, Shoujo",26,4610,1973.0,5,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5650,7.04,41
"Sci-Fi, Romance",1,34,1979.0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1009,6.68,1
"Sports, Romance, Shounen",1,4114,2016.0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11568,7.74,21
"Comedy, Sci-Fi, Action",26,41,1993.0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,26084,7.94,342
"Romance, Fantasy, Shoujo",1,518,1995.0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28046,7.63,53
Sports,1,4096,2016.0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4006,6.58,9
"Comedy, Sports, Shounen, Action",35,4121,1980.0,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1174,7.55,7
"Comedy, Romance, Shounen",12,19,2014.0,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,185763,7.65,971
"Comedy, Romance, Fantasy, Shoujo, Supernatural",34,647,1982.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4107,7.38,24
Hentai,4,2048,2015.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3428,6.73,24
"Comedy, Romance",2,3,2013.0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1274,5.83,0
"Historical, Romance, Fantasy, Otro",51,1094,1977.0,5,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6299,7.83,80
Hentai,2,2048,2017.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2621,6.63,12
"Historical, Action",1,1032,2014.0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4438,6.67,10
"Sci-Fi, Historical, Romance, Fantasy, Action, Otro",1,1134,1991.0,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,4516,5.48,0
"Comedy, Fantasy",30,5,2001.0,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1694,5.93,16
"Comedy, Romance",12,3,2015.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2655,7.0,16
"Comedy, Romance, Supernatural",8,131,2014.0,4,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34049,7.86,135
"Comedy, Romance, Fantasy",12,7,2017.0,5,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33636,8.22,161
"Fantasy, Shounen, Otro",1,84,2016.0,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1845,6.9,1
"Romance, Fantasy, Otro",1,70,1992.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,405,6.44,0
"Sci-Fi, Fantasy, Action",2,44,2013.0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,29856,7.24,13
"Sci-Fi, Music, Action",1,8232,2007.0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9890,7.82,6
Music,1,8192,2013.0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1104,6.29,1
"Romance, Fantasy",12,6,2018.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5890,6.18,7
"Comedy, Fantasy",12,5,2016.0,5,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17663,6.0,11
"Music, Action",1,8200,2013.0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1123,5.75,1
"Comedy, Fantasy, Otro",33,69,1989.0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,201,5.38,0
"Comedy, Sci-Fi, Romance, Shounen",99,51,2012.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,98864,8.56,2503
"Gore, Supernatural, Otro",26,16576,2005.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,219918,7.75,2863
"Sci-Fi, Sports, Romance",12,4130,2016.0,5,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,96877,6.87,448
"Comedy, Romance, Otro",4,67,2003.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2025,6.65,6
"Comedy, Fantasy, Shounen, Action",1,29,2009.0,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5368,7.1,8
Supernatural,52,128,1972.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162,5.92,1
"Comedy, Fantasy, Shounen, Supernatural, Ecchi",26,405,1995.0,5,6,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,13120,6.82,33
Otro,12,64,2014.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54742,7.48,199
"Comedy, Romance, Hentai",2,2051,2010.0,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40276,7.47,314
"Historical, Shoujo, Action, Supernatural",1,1672,2017.0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6951,6.79,13
"Romance, Otro",13,66,2013.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421293,7.47,5649
"Sports, Fantasy, Shounen",26,4116,2004.0,5,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2768,6.76,4
"Comedy, Fantasy, Otro",6,69,2010.0,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7055,5.7,2
Comedy,1,1,2010.0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21511,6.96,14
"Comedy, Romance, Shounen",12,19,2015.0,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,55932,6.83,128
"Comedy, Sci-Fi, Thriller",1,65569,2012.0,4,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,221373,8.44,554
Sci-Fi,1,32,2016.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22515,6.85,71
Romance,1,2,1999.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,6.45,1
Sports,1,4096,2009.0,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4833,6.78,4
"Sci-Fi, Romance",6,34,2005.0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20488,7.07,68
"Sci-Fi, Fantasy, Shounen, Action",52,60,2003.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,448,6.17,2
"Romance, Fantasy, Action, Supernatural, Otro",24,206,2017.0,2,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1478,7.23,4
"Fantasy, Action, Ecchi",1,268,2012.0,4,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10398,6.22,6
"Comedy, Romance",24,3,2005.0,5,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21561,6.85,46
Music,1,8192,1999.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,257,5.66,0
"Romance, Fantasy",51,6,2017.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,962,6.36,2
"Comedy, Romance",12,3,2014.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,301284,7.6,1318
"Comedy, Romance, Shounen",96,19,1986.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30989,8.24,852
"Comedy, Shounen",12,17,2015.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10189,6.51,8
"Shounen, Action, Supernatural",1,152,2010.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,147054,7.47,2994
Comedy,13,1,2011.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1978,6.85,1
"Comedy, Sports, Romance, Shounen, Action",1,4123,1996.0,4,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1221,7.42,2
"Fantasy, Shounen, Supernatural",2,148,1991.0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1086,6.24,4
"Comedy, Fantasy, Action, Supernatural",1,141,2016.0,4,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,26179,6.82,36
"Comedy, Romance",1,3,2000.0,2,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23921,6.77,23
"Romance, Shounen, Action, Ecchi",1,282,2011.0,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11028,6.78,3
"Comedy, Romance",1,3,2002.0,3,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1780,6.17,0
