Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Shounen, Action, Supernatural",6,4,2,152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11001,6.39,6
"Comedy, Romance, Fantasy, Shounen, Action",6,4,1,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29367,7.37,42
"Comedy, Historical, Fantasy, Shounen, Supernatural, Otro",6,3,2,1237,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,107181,8.34,856
"Comedy, Romance",13,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25118,5.46,39
Sci-Fi,9,2,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8463,5.83,18
"Romance, Fantasy",5,5,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21544,7.66,81
"Historical, Romance",8,0,1,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11726,8.01,46
"Comedy, Romance, Music",4,4,1,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16182,7.54,12
"Comedy, Fantasy, Gore",6,0,1,16389,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12493,7.06,51
"Sci-Fi, Romance, Fantasy, Otro",14,5,12,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,114576,8.19,1563
"Shounen, Action, Supernatural, Ecchi",6,3,1,408,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,17959,6.51,10
"Comedy, Romance, Fantasy, Action",14,2,21,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2001,8.06,19
"Comedy, Romance",6,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25422,7.59,58
"Comedy, Sci-Fi, Ecchi",6,3,3,289,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16156,6.73,20
Fantasy,9,5,28,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,998,6.14,1
Hentai,13,3,3,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14086,7.2,125
"Historical, Romance, Action, Supernatural, Otro",13,0,1,1226,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,16682,7.86,67
"Comedy, Romance, Otro",9,5,13,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34653,6.79,183
"Comedy, Fantasy, Shounen, Action",4,5,35,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5131,7.13,14
Hentai,6,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2680,6.43,8
Comedy,9,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307,5.26,1
Otro,2,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12674,7.31,21
Comedy,6,5,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,526,6.46,1
Music,7,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,4.78,0
"Romance, Hentai",6,3,1,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231,4.02,1
"Sci-Fi, Romance, Gore, Action, Supernatural, Ecchi, Otro",6,5,13,16874,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,106389,7.22,403
"Comedy, Sci-Fi",6,2,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,682,4.83,0
"Comedy, Fantasy",6,3,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13736,6.99,61
"Historical, Otro",8,5,39,1088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4822,6.94,13
"Sci-Fi, Romance, Fantasy",8,0,1,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,984,6.86,2
"Fantasy, Otro",9,5,12,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,4.88,0
"Shounen, Otro",6,3,1,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1069,5.72,0
"Fantasy, Shounen, Action, Otro",6,5,73,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,32044,6.5,191
"Comedy, Sports, Romance, Shounen",6,0,1,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2616,6.94,2
"Comedy, Romance, Supernatural",6,5,15,131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14937,6.87,30
"Sports, Shounen, Action",6,5,0,4120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,28040,7.73,75
"Comedy, Sports, Shounen",6,4,1,4113,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1007,5.69,0
"Historical, Romance, Fantasy, Action, Supernatural",5,4,1,1166,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,6787,6.39,6
"Romance, Fantasy, Action, Supernatural, Ecchi",5,3,1,398,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,33791,6.95,29
"Comedy, Fantasy, Shounen, Ecchi",6,3,5,277,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,106330,7.75,478
"Sci-Fi, Fantasy, Supernatural",6,0,1,164,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2752,6.43,1
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18590,6.58,23
"Comedy, Shounen, Action, Supernatural, Ecchi",6,5,12,409,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,119831,6.22,169
"Comedy, Romance",5,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,356402,8.29,9592
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3793,6.87,17
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2802,5.17,4
"Historical, Shounen, Action",9,4,1,1048,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3079,6.37,2
"Comedy, Romance",15,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61668,6.49,53
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3108,6.1,15
"Fantasy, Action",9,5,22,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,103432,7.88,1417
"Action, Supernatural",4,5,13,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,123859,7.02,491
"Comedy, Sports, Romance, Shounen, Ecchi",6,5,13,4371,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,29296,7.22,84
"Fantasy, Shounen, Action",6,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,126060,7.82,225
"Romance, Ecchi",9,5,12,258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13080,4.9,27
"Comedy, Romance",6,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46299,7.92,89
"Comedy, Romance, Shoujo",13,4,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1732,6.58,2
"Romance, Shounen, Action",9,3,1,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1411,5.81,6
"Comedy, Sports, Shounen",6,4,4,4113,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,439,5.97,1
"Comedy, Fantasy, Ecchi",5,3,4,261,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,884,5.96,0
"Romance, Fantasy",9,5,59,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1182,6.75,7
"Mistery, Comedy, Fantasy, Shounen, Otro",6,3,1,32853,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,12477,8.05,13
"Comedy, Romance, Action",5,5,12,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,204094,8.16,2665
"Fantasy, Hentai",13,3,1,2052,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7794,6.82,36
"Comedy, Romance, Shoujo, Shounen",15,5,12,531,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,146435,7.15,1165
"Fantasy, Action, Supernatural",13,0,1,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,103970,8.47,694
"Comedy, Romance, Ecchi",5,4,1,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12646,6.55,17
"Romance, Fantasy",5,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7043,7.94,21
"Gore, Thriller, Otro",5,3,1,81984,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,41284,7.35,80
"Romance, Supernatural, Otro",5,4,1,194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34951,7.38,40
"Comedy, Romance, Fantasy, Shounen",6,5,24,23,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,61111,7.96,605
Comedy,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188,5.54,1
Sci-Fi,9,4,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3437,6.31,4
"Comedy, Sports, Fantasy",6,5,51,4101,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,22930,6.7,125
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111440,8.35,1693
"Sci-Fi, Romance, Action, Otro",8,5,11,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,221312,7.72,5542
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3693,6.63,9
Comedy,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6920,6.06,6
"Historical, Romance, Shounen",6,5,25,1042,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,134,6.33,0
"Comedy, Historical, Romance, Fantasy, Action",2,5,12,1039,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,49917,6.89,359
"Sci-Fi, Romance, Fantasy, Shounen",6,5,26,54,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,48150,8.26,616
"Sci-Fi, Sports, Fantasy, Action",9,0,1,4140,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,12281,6.83,16
"Romance, Ecchi",13,5,12,258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235514,6.58,1415
"Sci-Fi, Gore, Shounen, Action",6,5,12,16440,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,628108,7.41,5069
"Comedy, Sci-Fi, Shounen",6,5,50,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,655,6.83,5
"Comedy, Romance",15,5,61,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,6.42,1
"Sci-Fi, Action, Ecchi",9,5,12,296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52399,6.52,102
"Romance, Fantasy, Shounen",6,3,3,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150617,8.26,553
"Fantasy, Shounen, Action",10,3,6,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19344,7.08,54
"Sci-Fi, Action",10,5,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,317,4.4,1
"Sci-Fi, Romance, Fantasy, Action",5,5,24,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,132270,7.51,958
"Fantasy, Action, Ecchi",10,4,6,268,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8757,6.27,7
Comedy,8,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13188,6.35,10
"Fantasy, Action, Supernatural",5,4,2,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,14421,7.2,10
"Comedy, Romance, Fantasy, Shoujo, Otro",6,4,2,583,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4922,6.91,3
Sci-Fi,9,4,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9876,7.05,15
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,2,6,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,13648,6.03,20
"Historical, Romance, Fantasy, Shoujo, Shounen",6,3,6,1558,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,15046,7.35,73
"Comedy, Otro",4,5,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,343,5.17,0
"Comedy, Romance, Shounen",6,3,1,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3524,6.22,2
"Comedy, Romance, Fantasy",5,5,13,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4707,6.6,8
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3677,6.94,9
"Sports, Romance, Supernatural",5,5,12,4226,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35280,7.44,157
"Sports, Shounen, Action",6,5,12,4120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1289,6.75,13
"Fantasy, Otro",9,2,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4112,6.53,2
"Sci-Fi, Romance, Shounen, Action, Supernatural",6,5,73,186,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,151293,7.68,1036
Otro,11,5,263,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,6.7,0
"Fantasy, Shoujo",6,5,51,516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20926,7.54,292
"Comedy, Romance, Action",14,2,12,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48441,7.62,197
"Romance, Fantasy, Supernatural",5,4,1,134,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60606,7.76,42
"Gore, Action, Otro",4,4,1,16456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,66914,7.86,794
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3783,6.41,28
Comedy,6,5,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,518,6.51,1
"Shoujo, Action, Supernatural",6,5,24,648,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42779,7.1,231
"Comedy, Romance",5,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260048,7.29,1113
"Sports, Romance, Shounen",6,5,25,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,83746,7.94,619
"Sci-Fi, Action",9,3,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1210,5.91,0
"Comedy, Fantasy, Shounen, Action",9,5,30,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,28164,6.95,73
"Comedy, Fantasy, Ecchi",6,4,6,261,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9274,6.86,4
"Sci-Fi, Romance, Shounen, Action",9,5,24,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,21357,7.43,118
Romance,9,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,5.64,0
"Sci-Fi, Romance, Fantasy, Shoujo, Otro",9,5,26,614,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,99438,7.77,1817
"Mistery, Supernatural, Thriller, Otro",6,4,2,98496,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,110052,7.81,506
"Comedy, Shoujo",9,2,0,513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,653,4.47,0
Comedy,9,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2315,6.68,1
Fantasy,9,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,765,5.98,1
"Sci-Fi, Shounen, Action, Ecchi",9,5,24,312,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,34584,7.28,255
Music,13,4,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15362,7.38,14
"Sci-Fi, Romance, Fantasy, Shounen",6,5,13,54,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,71049,8.59,2981
"Comedy, Romance, Shounen, Ecchi",15,5,12,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,151327,7.32,338
"Mistery, Comedy, Sci-Fi, Fantasy, Action",5,0,1,32813,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,4382,7.16,16
"Mistery, Comedy, Fantasy, Shounen, Otro",6,5,0,32853,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,156610,8.25,7722
"Romance, Fantasy, Action, Otro",4,0,1,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,43499,6.98,75
"Sports, Romance, Shoujo, Music",4,5,51,12802,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4449,6.93,25
"Sports, Romance, Action, Ecchi",13,5,12,4362,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,76037,6.52,95
Otro,6,2,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6583,7.5,23
Comedy,9,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3773,4.27,15
"Romance, Fantasy, Hentai",13,3,3,2054,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3957,6.59,10
"Romance, Fantasy, Shoujo, Action",6,3,3,526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8934,8.01,47
"Romance, Fantasy, Supernatural",9,5,13,134,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10599,7.31,58
"Fantasy, Shounen, Action, Supernatural",6,5,26,156,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,404174,7.87,7038
Fantasy,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7375,7.51,12
"Comedy, Romance",6,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56980,7.4,60
"Sci-Fi, Sports, Fantasy, Shounen, Action",9,5,0,4156,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,889,6.58,6
"Sci-Fi, Romance, Action",6,2,4,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9990,7.41,14
"Comedy, Romance, Action, Otro",5,4,1,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,39237,6.93,37
"Romance, Fantasy, Shounen, Supernatural",6,4,1,150,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11777,7.53,11
Music,5,4,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21461,8.0,53
"Comedy, Shounen, Action",5,5,12,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,195551,7.42,858
"Comedy, Historical, Shounen",15,3,1,1041,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3153,6.7,7
"Sci-Fi, Fantasy, Shounen",6,2,1,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6707,6.51,32
"Comedy, Sci-Fi, Gore, Action",9,5,6,16425,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,26510,7.1,20
"Comedy, Historical",10,0,1,1025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,134,6.89,0
Music,6,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1144,6.32,5
Historical,9,0,1,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,7.44,0
"Comedy, Fantasy, Supernatural, Ecchi",5,4,6,389,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,17753,6.97,15
"Romance, Shoujo, Music",9,0,1,8706,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2314,7.43,9
"Comedy, Sports, Romance, Shounen",6,0,1,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,22911,8.04,45
"Comedy, Sports, Romance, Shounen",6,5,37,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,46532,7.33,203
"Gore, Shounen, Action, Supernatural, Otro",6,5,13,16600,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,133709,7.91,377
"Historical, Romance, Action",8,5,12,1034,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,137999,7.13,446
"Gore, Supernatural, Otro",13,5,26,16576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,149285,7.28,1946
"Comedy, Sports, Fantasy",6,0,1,4101,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2544,6.74,8
"Comedy, Romance",6,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110781,7.44,423
"Comedy, Romance, Otro",8,5,26,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,133,6.31,0
"Comedy, Romance",9,2,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,5.4,0
"Comedy, Romance, Shounen",6,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40990,6.52,73
"Sci-Fi, Otro",9,3,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7610,6.25,2
"Romance, Action, Supernatural, Thriller, Otro",5,0,1,65738,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,134831,8.16,422
Comedy,14,5,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1942,6.45,1
"Comedy, Action",9,4,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2034,6.17,2
"Comedy, Shounen",6,3,2,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,605,5.09,0
"Comedy, Romance, Fantasy, Shounen, Ecchi",6,3,2,279,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,34353,7.18,45
"Fantasy, Action, Otro",4,0,1,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2584,6.91,4
"Romance, Shounen, Otro",5,0,1,82,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2061,7.19,10
"Comedy, Sci-Fi",9,5,20,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,142,6.92,1
"Mistery, Comedy, Romance, Otro",4,5,24,32835,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,76934,6.44,264
"Comedy, Romance, Fantasy, Shounen, Supernatural",9,0,1,151,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,32713,7.63,94
"Comedy, Romance",5,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50296,7.56,38
"Comedy, Shounen, Otro",6,5,21,81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,264,6.97,1
"Historical, Romance, Fantasy, Action, Supernatural",5,4,1,1166,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5377,6.39,9
"Comedy, Sci-Fi, Shounen",9,5,50,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19874,6.27,39
"Comedy, Fantasy",6,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1586,6.71,0
"Comedy, Romance, Shoujo",6,4,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3739,6.62,3
"Shounen, Action, Supernatural",6,2,12,152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,21158,6.15,15
"Shounen, Action, Supernatural, Thriller, Otro",6,3,3,65752,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,22994,7.64,61
Fantasy,4,5,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65698,5.76,92
"Comedy, Romance, Ecchi",6,5,13,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19687,6.77,21
Romance,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382,7.17,6
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33001,7.15,63
"Comedy, Romance, Ecchi",6,4,1,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7972,6.87,9
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",9,3,1,307,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10379,7.45,13
"Comedy, Romance, Shounen, Action, Supernatural, Ecchi",6,5,12,411,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,62001,7.13,159
Comedy,9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,308,3.35,0
"Romance, Shounen, Action",6,5,12,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,286695,7.46,1989
"Historical, Romance, Fantasy",9,5,26,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12204,7.05,35
"Comedy, Romance, Ecchi",6,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22241,6.69,38
"Fantasy, Action, Supernatural",9,3,1,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,384,6.06,1
"Sci-Fi, Romance, Fantasy, Action, Supernatural, Ecchi",5,5,12,430,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,158294,6.87,632
"Historical, Romance",8,5,52,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3377,7.46,9
"Fantasy, Shounen, Action, Supernatural",6,0,1,156,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,145681,7.81,301
"Comedy, Romance, Shounen",6,5,13,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66508,7.54,334
"Gore, Supernatural, Otro",6,5,4,16576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,39153,7.36,276
"Comedy, Romance",12,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3637,5.53,2
"Sci-Fi, Otro",9,3,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4089,6.47,3
"Comedy, Music",9,5,12,8193,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34154,6.36,63
"Comedy, Romance, Fantasy, Action",5,5,10,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,122882,7.3,148
"Comedy, Romance, Shounen",5,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19507,6.68,24
"Comedy, Fantasy",5,4,7,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,123,5.5,1
"Mistery, Comedy, Action, Otro",6,0,1,32841,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1023,7.23,0
