Genres,Source,Type,Episodes,Decimal,Popularity,Score,Favorites
Romance,8,0,1,2,6863,6.19,2
"Comedy, Shounen, Ecchi",15,5,2,273,10887,5.63,1
"Comedy, Sci-Fi, Action",9,5,26,41,7869,6.81,0
"Romance, Shoujo",6,3,1,514,10756,5.41,0
"Sci-Fi, Fantasy, Action",9,5,52,44,9845,6.42,0
Fantasy,8,0,1,4,7355,6.47,4
"Comedy, Sports",6,3,2,4097,6338,7.38,3
"Historical, Romance, Shounen",6,5,12,1042,2078,7.77,219
Romance,9,5,12,2,474,8.35,3365
"Comedy, Sci-Fi",5,5,12,33,786,7.4,239
"Comedy, Romance",9,4,2,3,4483,6.88,11
"Comedy, Sci-Fi, Shounen, Otro",6,0,1,113,3636,8.13,47
"Comedy, Sci-Fi",5,5,26,33,2436,7.33,115
"Gore, Shounen, Action, Supernatural, Otro",6,3,3,16600,2216,7.41,21
"Comedy, Fantasy, Shounen, Action, Supernatural",6,5,12,157,546,8.08,664
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",6,5,13,407,130,7.06,3140
"Sci-Fi, Romance, Fantasy, Music, Gore, Supernatural",9,5,26,24742,8465,6.03,1
"Sci-Fi, Action",9,5,26,40,4099,6.72,13
"Comedy, Sci-Fi, Fantasy",4,5,52,37,9834,5.37,0
Romance,6,3,1,2,10273,6.04,1
"Comedy, Fantasy, Action",6,0,1,13,2115,8.05,110
"Romance, Action",9,0,1,10,5987,6.58,4
"Comedy, Shounen, Action, Supernatural",6,0,1,153,575,7.62,576
"Comedy, Romance, Fantasy, Shoujo, Gore, Supernatural",6,5,13,17031,1800,7.19,405
"Fantasy, Action",4,0,1,12,4157,6.19,8
"Sci-Fi, Fantasy, Action",9,0,1,44,4634,6.83,3
"Comedy, Sci-Fi, Romance, Shounen",6,5,74,51,3560,7.07,35
"Comedy, Historical, Romance, Action, Ecchi",5,5,12,1291,1251,6.87,73
"Comedy, Sci-Fi, Fantasy, Shounen",6,3,2,53,6676,6.19,2
Music,7,1,1,8192,5155,7.59,19
"Comedy, Romance, Shoujo",6,5,12,515,1820,6.66,65
"Action, Supernatural",5,5,24,136,638,7.41,1378
"Comedy, Romance",15,3,3,3,2908,7.79,20
"Comedy, Fantasy, Shounen, Action, Supernatural",6,4,1,157,1024,7.05,174
"Sci-Fi, Historical, Fantasy, Otro",9,5,26,1124,8876,6.19,1
"Gore, Hentai, Supernatural",13,4,1,18560,8100,6.1,4
"Comedy, Gore, Supernatural, Otro",9,5,25,16577,8519,6.9,7
"Comedy, Fantasy",5,5,12,5,1492,7.23,144
Comedy,14,4,1,1,6522,4.8,0
"Shounen, Action, Supernatural",6,5,12,152,1323,6.74,115
"Comedy, Fantasy, Supernatural",9,4,1,133,10034,5.72,0
"Sci-Fi, Otro",9,0,1,96,14119,8.33,0
"Comedy, Fantasy, Action, Supernatural, Ecchi",5,3,2,397,931,7.52,69
"Sci-Fi, Action",9,2,5,40,5673,6.92,4
"Sci-Fi, Shounen, Action",6,5,26,56,7933,6.39,3
"Shounen, Action, Otro",6,5,13,88,2669,6.74,48
"Comedy, Fantasy, Shounen, Action, Otro",6,5,180,93,844,7.23,787
Comedy,5,4,7,1,2126,7.17,19
Ecchi,6,4,5,256,3462,6.31,9
Fantasy,1,0,1,4,2489,7.45,28
Hentai,13,3,4,2048,4579,6.67,34
"Sci-Fi, Romance, Fantasy",6,5,12,38,4155,7.25,16
"Comedy, Romance",6,0,1,3,10082,4.5,2
"Sci-Fi, Action",9,5,12,40,379,7.11,961
"Romance, Music",8,5,13,8194,890,8.29,1208
Fantasy,11,2,24,4,13134,5.53,0
"Comedy, Romance, Supernatural, Ecchi, Otro",13,2,12,451,5410,5.14,2
"Comedy, Romance, Shoujo",6,5,13,515,1698,7.18,252
"Historical, Hentai",9,3,1,3072,3801,6.96,67
"Romance, Fantasy, Ecchi",13,3,1,262,5024,6.79,0
"Comedy, Fantasy, Otro",9,5,0,69,8744,6.41,4
Romance,9,4,1,2,8287,6.23,2
"Comedy, Romance, Shounen, Action, Ecchi",6,5,25,283,1045,7.85,515
Comedy,5,2,6,1,4842,6.63,1
"Comedy, Romance, Fantasy",15,5,12,7,3698,5.95,10
"Comedy, Gore, Supernatural",9,5,25,16513,7925,4.19,0
"Sci-Fi, Romance, Action",9,3,1,42,6775,6.32,0
"Romance, Fantasy",8,5,26,6,4258,6.69,5
"Romance, Fantasy, Shounen",6,4,1,22,1420,7.82,174
"Sci-Fi, Thriller",13,4,1,65568,982,8.33,195
"Comedy, Romance, Otro",14,5,10,67,413,7.86,1228
"Sci-Fi, Fantasy, Action",4,5,39,44,3439,6.74,8
"Comedy, Romance",13,5,13,3,3132,6.65,27
Hentai,9,3,2,2048,4513,6.55,33
"Romance, Fantasy",6,5,25,6,5173,6.71,20
"Comedy, Historical, Shounen",6,2,0,1041,10076,5.48,1
"Historical, Romance, Action, Supernatural",9,4,5,1162,6695,6.94,2
"Comedy, Sports, Romance, Shounen",6,5,38,4115,670,8.11,1895
"Sports, Romance, Shounen",6,3,1,4114,3565,7.49,17
"Comedy, Fantasy, Otro",10,4,1,69,9139,5.88,1
"Romance, Shounen, Action",6,3,1,26,12097,6.41,0
"Romance, Fantasy, Shoujo, Supernatural",6,5,13,646,2313,7.83,210
"Comedy, Romance, Shounen, Action",9,4,2,27,774,7.8,186
"Comedy, Romance, Thriller, Otro",9,0,1,65603,716,7.7,134
"Sci-Fi, Action",9,5,26,40,2686,5.81,37
"Fantasy, Shounen",6,5,12,20,1578,6.62,55
"Sci-Fi, Romance, Shounen, Action",6,0,1,58,5448,7.26,2
"Comedy, Romance",5,2,6,3,1713,7.22,42
"Romance, Fantasy, Shoujo",9,4,1,518,8677,7.3,2
"Sci-Fi, Fantasy",6,3,1,36,6242,6.87,5
"Comedy, Romance",15,5,12,3,458,7.35,768
"Fantasy, Shounen, Supernatural",5,5,24,148,2323,7.28,80
"Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural",6,0,1,16558,2298,6.66,119
"Fantasy, Hentai",5,3,2,2052,6705,5.91,7
"Historical, Gore, Supernatural",8,3,4,17536,5075,6.02,14
"Comedy, Sci-Fi, Shounen",6,4,1,49,10692,6.18,0
"Mistery, Comedy, Gore, Action, Supernatural, Otro",6,5,13,49353,1945,6.67,112
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",6,5,1787,117,2666,7.73,219
"Comedy, Romance",13,5,12,3,3053,6.68,20
"Hentai, Ecchi",13,3,3,2304,5507,6.3,13
"Romance, Shounen",15,5,0,18,2870,5.46,24
"Historical, Romance, Action",9,2,26,1034,2072,7.19,118
"Comedy, Romance, Shounen",6,5,136,19,8730,6.17,2
"Sci-Fi, Shounen",9,4,1,48,8304,6.06,1
Comedy,14,5,12,1,4130,6.71,16
Fantasy,8,0,1,4,1125,7.13,143
"Romance, Ecchi",13,5,13,258,1218,6.31,79
"Historical, Romance, Fantasy, Shounen",6,5,24,1046,1784,7.55,156
"Sci-Fi, Fantasy, Action",6,5,31,44,3721,7.81,136
"Comedy, Romance",6,3,7,3,3993,7.74,13
"Romance, Fantasy, Shoujo, Shounen",6,3,2,534,9683,5.74,0
"Shounen, Action",6,5,10,24,689,5.57,188
"Sci-Fi, Romance, Fantasy, Shounen, Supernatural, Otro",4,4,1,246,2047,7.56,27
"Fantasy, Action",4,5,12,12,439,7.48,658
"Fantasy, Supernatural",6,5,114,132,7588,6.77,5
Music,6,1,1,8192,6063,6.52,0
"Fantasy, Otro",4,4,1,68,4276,6.84,2
Comedy,9,4,1,1,5794,7.1,11
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",6,5,12,307,735,7.71,657
"Comedy, Shounen, Otro",2,4,1,81,7866,6.79,2
"Comedy, Sports, Romance, Shounen",6,5,23,4115,4549,6.89,24
"Comedy, Fantasy, Otro",9,5,23,69,9333,6.3,2
"Comedy, Fantasy, Shounen",6,5,24,21,2723,7.96,158
Otro,6,3,1,64,8833,5.55,0
"Comedy, Romance",5,4,1,3,2246,7.26,16
Fantasy,10,0,1,4,8783,6.98,1
"Comedy, Romance, Supernatural, Ecchi",6,5,12,387,1834,6.83,44
"Comedy, Otro",9,5,26,65,11903,4.31,0
"Gore, Supernatural",9,0,1,16512,1070,6.98,221
Music,8,1,1,8192,3092,6.26,47
"Comedy, Otro",9,4,1,65,11289,5.61,0
"Historical, Shounen",10,0,1,1040,13044,6.0,0
"Sports, Romance, Shounen",6,5,39,4114,3749,7.5,63
"Comedy, Shounen, Action",9,4,1,25,2600,7.38,53
Fantasy,5,2,0,4,4272,6.51,8
"Comedy, Fantasy, Ecchi",6,4,5,261,2436,6.88,10
"Sports, Romance, Shounen, Action",6,5,105,4122,4715,7.34,41
"Comedy, Romance, Shounen",15,3,1,19,5517,7.17,1
"Comedy, Sci-Fi, Fantasy, Shounen",4,3,2,53,3740,6.86,103
Comedy,15,4,1,1,3578,7.17,8
"Sci-Fi, Romance, Fantasy, Music, Shounen, Action, Supernatural",9,5,13,8382,3637,6.2,17
Comedy,4,4,4,1,7314,6.34,1
"Historical, Romance, Shounen, Thriller",6,5,26,66578,384,8.59,5199
Romance,8,0,1,2,8707,6.38,0
"Sci-Fi, Action",4,5,0,40,1809,6.42,47
"Comedy, Romance, Ecchi",6,3,2,259,2722,4.56,35
"Sci-Fi, Action",9,4,1,40,5731,6.46,1
"Comedy, Romance, Fantasy, Shounen, Action",6,0,1,31,3561,7.9,38
Hentai,13,3,2,2048,3712,7.07,25
"Romance, Otro",9,0,1,66,191,8.27,3821
"Sci-Fi, Fantasy, Action",6,3,3,44,7393,6.0,3
"Fantasy, Action, Supernatural",13,5,12,140,108,8.34,7860
"Comedy, Romance, Ecchi",13,5,12,259,789,6.62,238
"Historical, Romance, Shounen",6,5,12,1042,1454,7.29,118
"Sci-Fi, Shounen",9,3,4,48,10400,6.54,1
"Comedy, Shounen, Otro",2,4,1,81,8925,6.67,0
"Fantasy, Action, Supernatural",14,3,1,140,2637,7.55,78
"Romance, Shounen, Action, Supernatural",6,5,12,154,83,7.63,6600
Romance,9,0,3,2,96,7.95,7832
"Sci-Fi, Shounen, Action",6,5,24,56,442,8.12,2088
"Comedy, Romance",5,4,1,3,933,7.52,78
"Gore, Supernatural",9,5,13,16512,3874,6.22,7
"Comedy, Sports, Romance, Shounen",6,0,1,4115,3628,7.45,22
"Historical, Fantasy, Supernatural",8,0,1,1156,6428,6.96,7
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1477,6.9,58
"Comedy, Romance, Shoujo",6,3,1,515,4250,7.15,6
"Comedy, Romance, Shounen",6,4,2,19,4326,6.49,14
"Sports, Shounen",6,5,23,4112,8561,6.18,6
"Comedy, Romance",15,5,13,3,3679,6.76,4
"Sports, Romance",6,4,1,4098,3758,7.33,9
"Comedy, Otro",6,5,51,65,11267,5.83,1
"Comedy, Romance, Shounen, Action",6,5,25,27,233,8.75,1942
"Sci-Fi, Fantasy, Gore",9,5,48,16420,4202,6.53,14
"Comedy, Fantasy, Shounen, Action, Supernatural",6,3,3,157,2798,7.59,20
Hentai,13,3,2,2048,5103,6.71,29
Hentai,13,3,1,2048,5906,6.13,3
"Comedy, Romance",15,0,1,3,2590,7.32,47
"Action, Thriller",6,4,1,65544,9020,6.22,0
"Sci-Fi, Shounen, Action",9,0,1,56,5599,7.24,4
"Sci-Fi, Action",8,3,24,40,3454,8.17,31
"Romance, Fantasy, Otro",9,0,1,70,4713,6.74,22
"Shounen, Action",13,4,1,24,4442,6.71,2
"Sci-Fi, Romance, Fantasy, Action",9,0,1,46,3083,7.85,58
"Romance, Fantasy, Shounen",6,5,24,22,174,8.3,4197
"Comedy, Romance, Ecchi",6,3,3,259,2416,7.25,29
"Comedy, Sci-Fi, Fantasy, Shounen, Action",4,5,24,61,2938,7.04,52
"Comedy, Fantasy",9,4,4,5,7090,6.48,2
"Romance, Fantasy, Action",5,3,1,14,3244,6.48,13
"Comedy, Otro",6,5,0,65,5835,7.12,47
"Sci-Fi, Fantasy, Action, Otro",9,3,3,108,2084,7.29,71
"Sci-Fi, Romance",8,0,1,34,1360,7.18,148
"Historical, Romance, Fantasy",8,4,2,1030,11982,6.22,0
"Comedy, Sci-Fi, Fantasy, Action",9,3,1,45,9265,5.8,2
"Romance, Fantasy, Action, Supernatural, Ecchi",5,5,10,398,507,7.14,353
"Sci-Fi, Fantasy",9,5,13,36,3701,6.45,11
"Comedy, Otro",9,5,305,65,8015,6.41,1
"Comedy, Sports, Romance, Shounen",6,5,25,4115,2733,7.86,57
"Fantasy, Ecchi",10,4,2,260,6200,5.98,8
"Comedy, Romance",13,4,4,3,6024,6.51,2
"Comedy, Romance, Fantasy, Music, Shounen",6,5,12,8215,2181,7.19,30
"Romance, Music, Shounen",6,3,1,8210,7336,6.33,5
Hentai,9,3,1,2048,1902,5.02,313
"Mistery, Sci-Fi, Shoujo, Otro",6,5,26,33376,3220,7.38,58
"Comedy, Shounen, Otro",2,5,12,81,1983,7.0,199
Hentai,13,3,3,2048,3490,6.83,128
"Romance, Ecchi",13,5,13,258,2683,6.71,40
"Comedy, Supernatural",5,4,1,129,3785,6.65,21
"Romance, Supernatural",9,0,1,130,1699,7.73,103
"Comedy, Romance",6,5,13,3,1222,7.97,181
"Comedy, Romance, Otro",9,5,0,67,11022,4.14,0
"Fantasy, Shoujo, Action",9,0,1,524,5549,7.39,5
"Romance, Shoujo, Supernatural",9,5,12,642,3961,5.05,10
"Fantasy, Shounen, Action",6,5,25,28,91,8.21,6126
"Fantasy, Shounen, Action",4,3,1,28,921,8.09,695
"Sci-Fi, Action",4,0,1,40,7609,5.7,1
"Comedy, Shounen",6,5,25,17,9402,6.17,2
"Comedy, Sci-Fi, Action",9,5,10,41,10694,4.93,1
"Sports, Romance, Music, Hentai",6,3,1,14338,4083,6.61,32
"Comedy, Sports, Otro",9,5,52,4161,10597,6.03,0
"Sci-Fi, Action, Supernatural",10,5,35,168,7642,6.53,4
"Romance, Shounen, Action, Ecchi",6,5,12,282,1978,6.9,48
"Comedy, Sci-Fi, Fantasy",9,5,52,37,4640,5.49,7
"Comedy, Sci-Fi, Shounen",6,5,47,49,12258,6.44,0
"Comedy, Fantasy",5,5,13,5,2249,7.35,44
Romance,11,2,4,2,11720,4.76,0
Music,7,5,13,8192,3853,6.72,65
"Comedy, Fantasy, Shounen, Action, Supernatural",6,5,13,157,1206,8.06,239
"Comedy, Shounen, Ecchi",6,3,2,273,1188,7.05,121
"Comedy, Romance",15,3,1,3,4294,7.4,9
Romance,8,2,12,2,3915,6.23,69
"Comedy, Romance, Shounen, Supernatural, Ecchi",6,5,12,403,399,8.22,1512
"Sci-Fi, Fantasy, Action",9,5,26,44,8678,5.83,1
"Comedy, Romance, Shounen, Ecchi",6,5,24,275,425,7.24,1439
Hentai,13,3,3,2048,3345,7.25,144
"Historical, Romance, Fantasy, Otro",8,0,1,1094,3574,7.36,139
"Sci-Fi, Romance, Action",9,5,26,42,2382,7.42,148
"Comedy, Romance, Shounen, Ecchi",6,5,13,275,801,7.39,505
"Romance, Fantasy, Action",8,2,12,14,1983,7.55,167
"Historical, Romance",8,5,26,1026,7718,6.78,5
"Shoujo, Otro",8,3,1,576,10112,5.62,0
Hentai,6,3,2,2048,5922,5.86,16
"Comedy, Romance, Shoujo",6,5,10,515,1344,7.51,754
"Romance, Otro",1,0,1,66,10890,6.06,0
"Sci-Fi, Romance, Shoujo, Action",6,3,2,554,8256,5.52,1
"Comedy, Romance",5,5,12,3,782,7.44,612
"Sci-Fi, Historical, Romance, Shounen, Action",6,5,26,1082,3432,7.54,108
"Sci-Fi, Action",9,2,26,40,905,7.77,916
"Comedy, Romance, Shounen, Action, Supernatural",6,5,13,155,437,6.98,508
"Romance, Otro",9,3,1,66,9518,6.19,0
"Sci-Fi, Fantasy, Otro",9,0,2,100,2044,7.21,42
"Comedy, Romance, Hentai",6,3,2,2051,2104,7.29,121
"Romance, Music",10,5,33,8194,11542,6.67,0
"Historical, Romance, Fantasy, Shoujo, Ecchi",13,5,12,1798,3252,5.49,18
"Romance, Shoujo",6,5,13,514,2371,7.77,152
"Romance, Fantasy",1,5,52,6,5617,7.25,14
Sci-Fi,9,5,26,32,4828,6.94,6
Romance,6,0,1,2,1414,7.62,453
"Comedy, Sci-Fi, Romance, Shounen, Supernatural",6,5,12,179,1083,8.05,200
"Sci-Fi, Romance, Action, Otro",4,5,12,106,1685,6.46,88
"Comedy, Romance",9,5,26,3,387,8.01,1971
"Comedy, Romance",15,5,13,3,3658,6.59,13
"Shounen, Action",6,3,1,24,2385,5.98,28
"Comedy, Historical, Otro",9,5,52,1089,12951,5.8,2
"Comedy, Historical, Shounen",15,5,12,1041,6288,6.34,1
"Romance, Supernatural, Otro",5,5,15,194,44,8.35,27088
"Comedy, Romance",15,5,12,3,1558,6.81,110
Hentai,13,3,0,2048,8316,6.65,1
Romance,13,4,1,2,804,8.04,394
Romance,9,2,1,2,5660,6.78,2
Romance,6,3,1,2,9273,6.17,0
"Shoujo, Action",6,3,1,520,5576,5.07,2
"Comedy, Romance",5,4,1,3,872,7.58,87
"Sci-Fi, Fantasy, Gore, Action",13,5,12,16428,2467,6.45,27
"Fantasy, Otro",11,0,1,68,13237,5.0,0
"Romance, Shoujo, Music",4,5,51,8706,6277,7.22,26
"Comedy, Romance",9,5,1818,3,10337,5.96,0
"Comedy, Shounen, Action, Supernatural, Otro",6,5,12,217,160,7.81,4600
"Romance, Hentai",13,3,2,2050,5188,6.65,24
"Action, Supernatural, Thriller, Otro",5,0,1,65736,309,7.75,1393
"Sci-Fi, Romance",13,2,5,34,1414,7.6,274
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,3,1,61,7640,6.23,0
"Comedy, Sci-Fi, Romance, Shounen",6,5,12,51,8469,5.66,3
"Romance, Music, Shounen",6,5,22,8210,37,8.88,39664
"Romance, Fantasy, Shoujo, Action, Supernatural",9,3,1,654,6717,6.14,2
"Comedy, Romance, Shounen, Action",6,4,4,27,4420,7.4,10
"Comedy, Sci-Fi, Romance, Action",9,3,6,43,1553,7.76,641
"Comedy, Romance",14,5,12,3,1733,6.67,56
"Comedy, Fantasy, Shounen, Action",6,4,1,29,3022,7.44,3
"Comedy, Romance, Otro",14,4,1,67,1723,7.53,26
"Comedy, Sci-Fi, Fantasy",9,5,24,37,5700,5.87,4
"Comedy, Fantasy, Shounen, Action",6,3,1,29,1647,8.12,40
"Sci-Fi, Fantasy, Shounen, Action, Supernatural",6,3,12,188,2232,7.91,103
"Sci-Fi, Gore, Action",4,0,1,16424,3748,7.24,24
"Shounen, Otro",6,4,1,80,2943,8.06,30
"Fantasy, Shoujo, Action",9,0,1,524,5463,7.27,9
"Romance, Supernatural",6,5,12,130,2459,6.49,54
Comedy,9,2,0,1,13281,3.46,0
"Fantasy, Action",8,5,12,12,137,7.89,3838
"Comedy, Romance, Fantasy, Ecchi",6,5,13,263,1227,6.83,135
"Sci-Fi, Fantasy, Action",4,4,1,44,2342,6.77,30
"Sci-Fi, Romance, Shounen",6,3,1,50,10656,5.68,0
"Comedy, Fantasy, Ecchi",6,4,5,261,2875,7.1,17
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",6,5,20,551,1757,7.52,414
"Fantasy, Shoujo",9,5,62,516,8053,6.78,1
"Comedy, Romance",9,5,12,3,1156,7.47,122
"Romance, Ecchi",6,3,1,258,2781,6.06,7
"Comedy, Romance, Shoujo, Music",6,5,13,8707,1047,7.2,1225
"Comedy, Romance",15,4,1,3,8981,6.56,0
"Gore, Action",6,5,12,16392,1435,7.4,101
"Fantasy, Action, Supernatural",9,4,1,140,4634,6.89,3
"Comedy, Romance, Shounen",15,3,2,19,2937,7.18,10
"Romance, Shounen",6,5,12,18,2363,6.69,87
"Comedy, Shounen",6,5,24,17,6360,6.76,3
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1223,7.08,21
"Comedy, Romance, Fantasy, Shoujo, Supernatural",6,3,1,647,2697,8.2,80
"Comedy, Shoujo",6,3,1,513,3466,5.9,6
"Comedy, Romance, Fantasy, Otro",4,0,1,71,2458,6.85,8
"Romance, Hentai",6,3,1,2050,7537,6.38,4
Action,9,2,1,8,7455,5.14,0
"Comedy, Romance, Shounen",6,5,12,19,247,7.4,2748
"Comedy, Shounen, Action, Supernatural",6,4,1,153,4561,6.79,5
Music,4,1,1,8192,5864,7.02,3
"Comedy, Fantasy, Shounen, Supernatural",6,5,13,149,1128,7.85,761
"Comedy, Shounen, Supernatural",6,5,13,145,537,7.83,1017
"Fantasy, Shoujo, Action, Ecchi",9,5,12,780,1197,6.3,248
"Comedy, Romance, Ecchi",6,3,3,259,4233,6.92,5
"Sports, Shounen, Action",6,0,1,4120,3353,7.91,36
"Comedy, Romance, Shoujo",6,4,2,515,11294,6.51,0
"Comedy, Sci-Fi, Shounen",6,0,1,49,8815,6.37,0
"Comedy, Romance, Shoujo",4,5,12,515,2859,6.44,71
Music,7,1,1,8192,3848,7.32,10
"Sci-Fi, Fantasy",9,5,12,36,1501,7.4,154
"Fantasy, Supernatural",6,0,1,132,3199,6.88,22
"Sci-Fi, Historical, Action",9,4,1,1064,8876,5.72,0
"Comedy, Romance, Gore, Shounen, Supernatural, Ecchi",6,4,1,16787,1551,7.36,34
"Romance, Supernatural, Otro",13,5,12,194,697,8.12,1586
Hentai,13,3,2,2048,5643,6.1,13
"Romance, Action",10,3,1,10,574,7.21,857
"Comedy, Romance, Music",9,5,13,8195,3667,6.63,5
"Fantasy, Action",4,5,13,12,1016,7.44,167
Comedy,10,2,10,1,6342,6.31,0
"Historical, Romance",8,0,1,1026,4662,7.91,16
"Mistery, Supernatural, Otro",5,4,1,32960,10413,5.89,0
"Comedy, Supernatural, Thriller, Otro",13,3,5,65729,734,7.53,391
"Comedy, Romance",15,5,12,3,2069,6.62,25
"Historical, Fantasy, Shounen, Action",8,5,18,1052,9194,7.11,3
Romance,13,4,2,2,3571,6.62,12
"Comedy, Fantasy",9,3,1,5,1642,6.51,41
Fantasy,9,4,1,4,6156,5.64,0
"Comedy, Romance",6,5,26,3,7296,7.2,10
"Romance, Fantasy, Action, Supernatural",5,5,25,142,461,7.19,966
"Comedy, Sci-Fi, Romance, Shounen",6,3,6,51,2474,6.99,29
"Comedy, Romance, Fantasy",6,5,13,7,2087,7.03,51
"Comedy, Sci-Fi, Romance, Action",9,5,13,43,8278,6.66,1
Romance,6,5,36,2,6622,7.78,25
"Comedy, Fantasy, Shounen, Action",6,0,1,29,803,7.63,380
"Sci-Fi, Shounen, Action",10,5,50,56,8130,6.52,7
Romance,6,3,2,2,10461,5.88,0
"Sci-Fi, Fantasy, Gore, Shounen, Supernatural, Otro",6,5,24,16628,3206,6.4,36
Gore,6,3,1,16384,1929,5.61,36
"Comedy, Sports",6,4,9,4097,2120,7.91,127
"Comedy, Sci-Fi, Sports, Shounen, Action, Ecchi",9,3,6,4409,5543,6.6,6
"Comedy, Romance, Shounen",15,5,13,19,1168,6.94,321
"Mistery, Comedy, Fantasy, Shounen, Otro",6,3,1,32853,3616,7.42,9
Music,9,4,1,8192,13694,4.4,1
"Comedy, Sci-Fi, Romance, Shounen, Action",9,3,6,59,1185,7.94,1733
"Sci-Fi, Romance, Action",9,3,4,42,2194,7.79,297
"Comedy, Fantasy, Otro",4,0,1,69,3750,6.59,3
Hentai,9,3,2,2048,5989,6.31,14
"Comedy, Romance, Shounen",15,0,1,19,3508,7.58,20
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,5,25,151,1475,7.1,263
"Fantasy, Action",4,3,2,12,3459,7.38,14
Ecchi,13,4,6,256,1796,6.99,37
"Romance, Fantasy, Otro",9,5,12,70,966,7.47,888
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,976,7.52,116
"Comedy, Otro",9,5,50,65,12146,5.75,0
"Romance, Fantasy",10,4,6,6,5102,5.85,5
Music,9,1,8,8192,2336,7.23,24
"Comedy, Romance, Fantasy, Action",4,3,2,15,7772,6.17,3
"Comedy, Sci-Fi, Romance, Action, Ecchi",6,4,1,299,4795,7.03,3
"Comedy, Historical, Romance, Fantasy, Shounen",9,5,13,1047,4131,6.94,23
Romance,13,3,4,2,2475,7.02,34
Comedy,9,5,13,1,7774,6.52,0
"Comedy, Romance, Fantasy, Shoujo, Supernatural, Otro",6,5,44,711,1885,7.52,408
"Mistery, Supernatural, Otro",5,5,13,32960,3328,7.16,33
"Sci-Fi, Music",7,1,1,8224,6896,5.86,0
"Comedy, Fantasy, Action",4,5,12,13,3277,5.99,8
"Historical, Romance",6,0,1,1026,752,8.2,962
"Romance, Music",9,5,13,8194,1648,7.78,765
"Romance, Shounen",6,3,1,18,6504,6.71,3
"Sci-Fi, Action",9,3,4,40,5528,6.04,3
"Sci-Fi, Romance, Action",6,0,1,42,4065,7.95,46
"Sci-Fi, Action",9,5,47,40,8546,6.45,1
Fantasy,9,4,1,4,10087,5.29,0
"Comedy, Sci-Fi, Shounen, Action, Ecchi",6,5,24,313,837,7.38,514
"Romance, Gore, Supernatural, Otro",5,5,12,16578,1380,7.21,493
"Comedy, Shounen, Ecchi",14,4,1,273,3892,3.69,8
"Sci-Fi, Romance, Music",9,4,11,8226,5046,6.91,8
"Sci-Fi, Romance, Otro",6,5,24,98,869,7.75,927
"Fantasy, Shoujo, Action",9,4,1,524,6730,6.96,4
"Sci-Fi, Sports, Fantasy, Shounen, Action",4,5,51,4156,4854,6.45,48
"Comedy, Shounen, Action, Otro",6,5,13,89,3871,7.93,21
"Comedy, Historical, Romance, Fantasy, Shoujo",6,3,3,1543,2928,7.25,86
"Sports, Romance, Shounen, Action",6,5,14,4122,1614,8.15,260
Hentai,6,3,1,2048,5462,6.54,14
"Comedy, Sci-Fi, Romance, Music",9,4,4,8227,6054,7.01,6
"Historical, Romance, Action",9,4,1,1034,3042,6.37,5
"Comedy, Sci-Fi, Romance, Ecchi",6,5,12,291,820,6.74,349
Hentai,6,3,2,2048,4482,6.69,35
"Sci-Fi, Otro",2,5,50,96,8043,6.57,1
"Comedy, Fantasy, Otro",9,4,1,69,12739,4.05,0
"Sports, Shounen",6,5,51,4112,5814,7.06,27
"Comedy, Romance, Shounen",6,5,12,19,541,7.57,519
"Comedy, Romance, Shounen, Action",6,5,13,27,27,8.44,19712
"Shounen, Action",6,4,1,24,4234,6.96,4
"Sci-Fi, Sports, Shounen",9,5,26,4144,1943,7.33,163
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",6,3,6,307,1096,7.75,188
"Romance, Fantasy, Shoujo",9,5,47,518,5759,7.12,20
"Fantasy, Ecchi",9,4,1,260,5759,6.74,3
"Comedy, Fantasy, Action",6,5,10,13,579,7.24,705
"Sci-Fi, Romance, Fantasy",9,4,1,38,4212,6.72,2
"Comedy, Romance, Ecchi",5,3,1,259,1741,6.85,18
"Sci-Fi, Action",9,3,1,40,7300,6.53,5
"Sci-Fi, Fantasy, Action",6,5,13,44,4781,7.16,17
"Comedy, Sci-Fi, Romance, Otro",5,5,14,99,202,7.27,1681
Comedy,14,5,12,1,5991,6.63,3
Romance,9,4,5,2,10733,5.93,1
"Shounen, Action, Supernatural",9,0,1,152,2444,7.71,11
"Comedy, Sci-Fi, Sports",9,4,9,4129,10099,5.42,0
"Sci-Fi, Fantasy, Shounen",9,5,26,52,3726,6.77,17
"Sci-Fi, Historical, Action",9,5,51,1064,6075,6.46,2
"Comedy, Shounen, Otro",2,5,12,81,4516,6.45,7
"Romance, Shoujo, Music",4,0,1,8706,8470,7.16,3
"Romance, Action, Supernatural, Thriller, Otro",5,0,1,65738,594,8.63,2994
"Comedy, Romance",15,3,7,3,7278,6.67,1
"Romance, Gore, Shounen, Supernatural, Otro",6,4,1,16594,1566,7.56,64
