Genres,Decimal,Episodes,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Romance, Hentai",2050,2,3,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4272,6.65,24
"Action, Supernatural, Thriller, Otro",65736,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,230683,7.75,1393
"Sci-Fi, Romance",34,5,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56251,7.6,274
"Comedy, Sci-Fi, Fantasy, Shounen, Action",61,1,3,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1376,6.23,0
"Comedy, Sci-Fi, Romance, Shounen",51,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,903,5.66,3
"Romance, Music, Shounen",8210,22,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,717655,8.88,39664
"Romance, Fantasy, Shoujo, Action, Supernatural",654,1,3,9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2144,6.14,2
"Comedy, Romance, Shounen, Action",27,4,4,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6386,7.4,10
"Comedy, Sci-Fi, Romance, Action",43,6,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,48855,7.76,641
"Comedy, Romance",3,12,5,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41679,6.67,56
"Comedy, Fantasy, Shounen, Action",29,1,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15503,7.44,3
"Comedy, Romance, Otro",67,1,4,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42371,7.53,26
"Comedy, Sci-Fi, Fantasy",37,24,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3384,5.87,4
"Comedy, Fantasy, Shounen, Action",29,1,3,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44794,8.12,40
"Sci-Fi, Fantasy, Shounen, Action, Supernatural",188,12,3,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,27495,7.91,103
"Sci-Fi, Gore, Action",16424,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9558,7.24,24
"Shounen, Otro",80,1,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16465,8.06,30
"Fantasy, Shoujo, Action",524,1,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3745,7.27,9
"Romance, Supernatural",130,12,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23329,6.49,54
Comedy,1,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,3.46,0
"Fantasy, Action",12,12,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,373970,7.89,3838
"Comedy, Romance, Fantasy, Ecchi",263,13,5,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66156,6.83,135
"Sci-Fi, Fantasy, Action",44,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25331,6.77,30
"Sci-Fi, Romance, Shounen",50,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,268,5.68,0
"Comedy, Fantasy, Ecchi",261,5,4,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17210,7.1,17
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",551,20,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,40614,7.52,414
"Fantasy, Shoujo",516,62,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1125,6.78,1
"Comedy, Romance",3,12,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71295,7.47,122
"Romance, Ecchi",258,1,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18381,6.06,7
"Comedy, Romance, Shoujo, Music",8707,13,5,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79012,7.2,1225
"Comedy, Romance",3,1,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,684,6.56,0
"Gore, Action",16392,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55307,7.4,101
"Fantasy, Action, Supernatural",140,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5683,6.89,3
"Comedy, Romance, Shounen",19,2,3,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16536,7.18,10
"Romance, Shounen",18,12,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24908,6.69,87
"Comedy, Shounen",17,24,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2536,6.76,3
"Comedy, Sci-Fi, Fantasy, Shounen, Action",61,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,66662,7.08,21
"Comedy, Romance, Fantasy, Shoujo, Supernatural",647,1,3,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,19656,8.2,80
"Comedy, Shoujo",513,1,3,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11535,5.9,6
"Comedy, Romance, Fantasy, Otro",71,1,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,23359,6.85,8
"Romance, Hentai",2050,1,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1446,6.38,4
Action,8,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1498,5.14,0
"Comedy, Romance, Shounen",19,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,272482,7.4,2748
"Comedy, Shounen, Action, Supernatural",153,1,4,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5926,6.79,5
Music,8192,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3119,7.02,3
"Comedy, Fantasy, Shounen, Supernatural",149,13,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,73341,7.85,761
"Comedy, Shounen, Supernatural",145,13,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,150514,7.83,1017
"Fantasy, Shoujo, Action, Ecchi",780,12,5,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,68037,6.3,248
"Comedy, Romance, Ecchi",259,3,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7172,6.92,5
"Sports, Shounen, Action",4120,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,12529,7.91,36
"Comedy, Romance, Shoujo",515,2,4,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195,6.51,0
"Comedy, Sci-Fi, Shounen",49,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,748,6.37,0
"Comedy, Romance, Shoujo",515,12,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17376,6.44,71
Music,8192,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9008,7.32,10
"Sci-Fi, Fantasy",36,12,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,51765,7.4,154
"Fantasy, Supernatural",132,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13933,6.88,22
"Sci-Fi, Historical, Action",1064,1,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,723,5.72,0
"Comedy, Romance, Gore, Shounen, Supernatural, Ecchi",16787,1,4,6,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,48915,7.36,34
"Romance, Supernatural, Otro",194,12,5,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,121936,8.12,1586
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3460,6.1,13
"Romance, Action",10,1,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144391,7.21,857
"Comedy, Romance, Music",8195,13,5,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10099,6.63,5
"Fantasy, Action",12,13,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,82900,7.44,167
Comedy,1,10,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2559,6.31,0
"Historical, Romance",1026,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5622,7.91,16
"Mistery, Supernatural, Otro",32960,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,311,5.89,0
"Comedy, Supernatural, Thriller, Otro",65729,5,3,13,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,117528,7.53,391
"Comedy, Romance",3,12,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31168,6.62,25
"Historical, Fantasy, Shounen, Action",1052,18,5,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,604,7.11,3
Romance,2,2,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10683,6.62,12
"Comedy, Fantasy",5,1,3,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44979,6.51,41
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2763,5.64,0
"Comedy, Romance",3,26,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1626,7.2,10
"Romance, Fantasy, Action, Supernatural",142,25,5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,174573,7.19,966
"Comedy, Sci-Fi, Romance, Shounen",51,6,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,23050,6.99,29
"Comedy, Romance, Fantasy",7,13,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30709,7.03,51
"Comedy, Sci-Fi, Romance, Action",43,13,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,993,6.66,1
Romance,2,36,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,7.78,25
"Comedy, Fantasy, Shounen, Action",29,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,107910,7.63,380
"Sci-Fi, Shounen, Action",56,50,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1080,6.52,7
Romance,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,5.88,0
"Sci-Fi, Fantasy, Gore, Shounen, Supernatural, Otro",16628,24,5,6,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,13879,6.4,36
Gore,16384,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35136,5.61,36
"Comedy, Sports",4097,9,4,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29720,7.91,127
"Comedy, Sci-Fi, Sports, Shounen, Action, Ecchi",4409,6,3,9,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,3624,6.6,6
"Comedy, Romance, Shounen",19,13,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70323,6.94,321
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,3,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,10410,7.42,9
Music,8192,1,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,4.4,1
"Comedy, Sci-Fi, Romance, Shounen, Action",59,6,3,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,69285,7.94,1733
"Sci-Fi, Romance, Action",42,4,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28141,7.79,297
"Comedy, Fantasy, Otro",69,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9538,6.59,3
Hentai,2048,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2952,6.31,14
"Comedy, Romance, Shounen",19,1,0,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11210,7.58,20
"Comedy, Romance, Fantasy, Shounen, Supernatural",151,25,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,53013,7.1,263
"Fantasy, Action",12,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11594,7.38,14
Ecchi,256,6,4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39352,6.99,37
"Romance, Fantasy, Otro",70,12,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,87784,7.47,888
"Comedy, Romance, Shounen, Ecchi",275,3,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87115,7.52,116
"Comedy, Otro",65,50,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,139,5.75,0
"Romance, Fantasy",6,6,4,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4484,5.85,5
Music,8192,8,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25393,7.23,24
"Comedy, Romance, Fantasy, Action",15,2,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1282,6.17,3
"Comedy, Sci-Fi, Romance, Action, Ecchi",299,1,4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5247,7.03,3
"Comedy, Historical, Romance, Fantasy, Shounen",1047,13,5,9,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7605,6.94,23
Romance,2,4,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23016,7.02,34
Comedy,1,13,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1282,6.52,0
"Comedy, Romance, Fantasy, Shoujo, Supernatural, Otro",711,44,5,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,36496,7.52,408
"Mistery, Supernatural, Otro",32960,13,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,12796,7.16,33
"Sci-Fi, Music",8224,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1967,5.86,0
"Comedy, Fantasy, Action",13,12,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,13264,5.99,8
"Historical, Romance",1026,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115143,8.2,962
"Romance, Music",8194,13,5,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44741,7.78,765
"Romance, Shounen",18,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,6.71,3
"Sci-Fi, Action",40,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3650,6.04,3
"Sci-Fi, Romance, Action",42,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7864,7.95,46
"Sci-Fi, Action",40,47,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,867,6.45,1
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369,5.29,0
"Comedy, Sci-Fi, Shounen, Action, Ecchi",313,24,5,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,103868,7.38,514
"Romance, Gore, Supernatural, Otro",16578,12,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,57994,7.21,493
"Comedy, Shounen, Ecchi",273,1,4,14,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8732,3.69,8
"Sci-Fi, Romance, Music",8226,11,4,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4583,6.91,8
"Sci-Fi, Romance, Otro",98,24,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100400,7.75,927
"Fantasy, Shoujo, Action",524,1,4,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2130,6.96,4
"Sci-Fi, Sports, Fantasy, Shounen, Action",4156,51,5,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,5051,6.45,48
"Comedy, Shounen, Action, Otro",89,13,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8884,7.93,21
"Comedy, Historical, Romance, Fantasy, Shoujo",1543,3,3,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16611,7.25,86
"Sports, Romance, Shounen, Action",4122,14,5,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,46285,8.15,260
Hentai,2048,1,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3748,6.54,14
"Comedy, Sci-Fi, Romance, Music",8227,4,4,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2881,7.01,6
"Historical, Romance, Action",1034,1,4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15245,6.37,5
"Comedy, Sci-Fi, Romance, Ecchi",291,12,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,105741,6.74,349
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6157,6.69,35
"Sci-Fi, Otro",96,50,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1130,6.57,1
"Comedy, Fantasy, Otro",69,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,113,4.05,0
"Sports, Shounen",4112,51,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3192,7.06,27
"Comedy, Romance, Shounen",19,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,149754,7.57,519
"Comedy, Romance, Shounen, Action",27,13,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,763973,8.44,19712
"Shounen, Action",24,1,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7169,6.96,4
"Sci-Fi, Sports, Shounen",4144,26,5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,34677,7.33,163
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",307,6,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,75393,7.75,188
"Romance, Fantasy, Shoujo",518,47,5,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3291,7.12,20
"Fantasy, Ecchi",260,1,4,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3295,6.74,3
"Comedy, Fantasy, Action",13,10,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,143884,7.24,705
"Sci-Fi, Romance, Fantasy",38,1,4,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7284,6.72,2
"Comedy, Romance, Ecchi",259,1,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41301,6.85,18
"Sci-Fi, Action",40,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1621,6.53,5
"Sci-Fi, Fantasy, Action",44,13,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5292,7.16,17
"Comedy, Sci-Fi, Romance, Otro",99,14,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,306024,7.27,1681
Comedy,1,12,5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2959,6.63,3
Romance,2,5,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,5.93,1
"Shounen, Action, Supernatural",152,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,23494,7.71,11
"Comedy, Sci-Fi, Sports",4129,9,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,366,5.42,0
"Sci-Fi, Fantasy, Shounen",52,26,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9697,6.77,17
"Sci-Fi, Historical, Action",1064,51,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2860,6.46,2
"Comedy, Shounen, Otro",81,12,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6044,6.45,7
"Romance, Shoujo, Music",8706,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,904,7.16,3
"Romance, Action, Supernatural, Thriller, Otro",65738,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,139495,8.63,2994
"Comedy, Romance",3,7,3,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1641,6.67,1
"Romance, Gore, Shounen, Supernatural, Otro",16594,1,4,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,48271,7.56,64
"Comedy, Romance, Action, Supernatural, Ecchi",395,1,3,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,49727,7.64,153
"Sci-Fi, Romance, Fantasy, Action",46,5,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3591,6.72,1
"Romance, Shoujo",514,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,5.85,1
"Historical, Action",1032,12,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16264,6.65,29
"Fantasy, Action",12,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14769,6.95,25
Music,8192,12,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6499,5.35,6
"Comedy, Romance, Fantasy, Shounen, Action",31,1,4,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,27911,7.66,32
"Comedy, Sci-Fi, Romance",35,1,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,960,6.4,0
"Sci-Fi, Gore, Action",16424,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,95105,7.08,75
"Romance, Fantasy, Action",14,12,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,341166,7.83,3360
"Shounen, Hentai, Action",2072,3,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2421,5.83,2
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1913,5.85,8
"Comedy, Romance, Shounen",19,3,3,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39374,7.41,184
"Sci-Fi, Sports, Shounen",4144,13,5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7926,7.36,26
"Romance, Fantasy, Action",14,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36647,7.75,120
"Historical, Romance, Fantasy, Action, Supernatural",1166,1,4,6,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,9140,6.56,9
"Comedy, Fantasy, Shounen, Action, Supernatural",157,2,3,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,156077,7.9,261
"Comedy, Romance, Shounen, Ecchi",275,6,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4643,6.19,3
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",435,1,0,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,88941,7.78,278
"Fantasy, Shounen, Action, Supernatural",156,1,4,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,22201,6.82,23
Comedy,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993,7.35,0
Comedy,1,13,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3394,7.22,5
"Comedy, Fantasy",5,0,2,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,401,7.28,1
"Comedy, Romance",3,104,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43447,7.79,382
"Sports, Romance, Shounen",4114,25,5,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,51969,8.16,244
Sci-Fi,32,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2285,7.19,0
Romance,2,3,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12421,6.93,28
"Comedy, Fantasy, Shounen, Ecchi",277,3,3,6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,37737,7.48,127
"Gore, Supernatural, Otro",16576,23,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11428,7.36,46
"Sci-Fi, Fantasy, Shounen, Action",60,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,46832,7.94,28
"Romance, Fantasy, Otro",70,0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1792,6.11,9
Comedy,1,12,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219,5.56,0
"Mistery, Comedy, Shounen, Ecchi",33041,13,5,6,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3528,6.58,5
"Shounen, Action, Supernatural",152,2,4,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11001,6.39,6
"Comedy, Romance, Fantasy, Shounen, Action",31,1,4,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29367,7.37,42
"Comedy, Historical, Fantasy, Shounen, Supernatural, Otro",1237,2,3,6,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,107181,8.34,856
"Comedy, Romance",3,12,5,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25118,5.46,39
Sci-Fi,32,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8463,5.83,18
"Romance, Fantasy",6,6,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21544,7.66,81
"Historical, Romance",1026,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11726,8.01,46
"Comedy, Romance, Music",8195,1,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16182,7.54,12
"Comedy, Fantasy, Gore",16389,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12493,7.06,51
"Sci-Fi, Romance, Fantasy, Otro",102,12,5,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,114576,8.19,1563
"Shounen, Action, Supernatural, Ecchi",408,1,3,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,17959,6.51,10
"Comedy, Romance, Fantasy, Action",15,21,2,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2001,8.06,19
"Comedy, Romance",3,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25422,7.59,58
"Comedy, Sci-Fi, Ecchi",289,3,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16156,6.73,20
Fantasy,4,28,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,998,6.14,1
Hentai,2048,3,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14086,7.2,125
